Acad Group,Subject,Catalog,Course ID,Course Title,Course Description,Component,Equivalent Courses,Requirement Group Description,Typically Offer,Credits,Add Consent,Drop Consent,,,,,,,,,
SCB,FINC,599,107360,Independent Study Finance,The student will work independently under the supervision of a faculty advisor. (Instructor approval),IND,,This course requires permission of the Instructor to enroll.,FA-SP-SU,3,Instructor Consent Required,,,,,,,,,,
SCB,FINC,605,114867,Financing New Ventures,"A focus on financial issues affecting an entrepreneur. The course emphasizes, identifies and follows the wealth creation cycle.   The wealth creation cycle begins with an idea for a good, product or service, progresses to an initial company startup, passes through successive stages of growth, considers alternative approaches to resource financing, and ends with harvesting the wealth created through an initial public offering, merger or sale.  Identification and valuation of business opportunities, how and from whom entrepreneurs raise funds, how financial contracts are structured to both manage risk and align incentives, and alternative approaches by which entrepreneurs identify exit strategies are reviewed.",LEC,,,FALL,3,,,,,,,,,,,
SCB,FINC,671,201072,Survey of Finance,"This course introduces students to the field of finance and prepares them to undertake a study of advanced topics in other courses. Students learn about financial markets, regulation, and the fundamentals of corporate finance in areas such as investment and financing decisions. A brief overview of financial reporting allowing students to understand firm performance is also provided.",LEC,,Prerequisites:  ACCT-603 or equivalent course.,FALL,3,,,,,,,,,,,
SCB,FINC,721,100276,Financial Analysis for Managers,"An examination of basic financial theories, techniques, and practices. Topics include: time value of money, valuation, capital asset pricing, risk and diversification, cost of capital, capital budgeting techniques and spreadsheet analysis.",LEC,,Prerequisites:  ACCT-603 or equivalent course.,FALL-SPRNG,3,,,,,,,,,,,
SCB,FINC,722,109979,Financial Management II,"This advanced course in corporate finance focuses on financing policies, financial planning/control, and other advanced corporate topics.  Specific topics include the financing process, alternative financing instruments, restructuring, cost of capital, corporate applications involving options, working capital management and the use of financial budgets/forecasts.",LEC,,Prerequisites: FINC-721 or equivalent course.,FALL-SPRNG,3,,,,,,,,,,,
SCB,FINC,725,100298,Securities and Investment Analysis,"A survey of topics in investment analysis, including the study of financial markets, features of various financial assets and security pricing. Focus is on individual security analysis (as distinct from portfolio analysis). Asset pricing theory is used in valuing securities. Practical issues in equity valuation are discussed including risk evaluation, macroeconomic/industry/competitive analysis and the use of corporate SEC filings.",LEC,,Prerequisites: FINC-721 or equivalent course.,FALL-SPRNG,3,,,,,,,,,,,
SCB,FINC,732,109990,Portfolio Management,"This course extends the knowledge of risk and return in a portfolio context to  portfolio management. Topics include portfolio optimization, diversification strategies, hedging strategies and performance evaluation. A variety of investment tools (e.g., fixed income securities) and investment contexts (e.g., pensions) will be studied.",LEC,,Prerequisites: FINC-725 or equivalent course.,FALL-SPRNG,3,,,,,,,,,,,
SCB,FINC,740,103181,Options and Futures,"This course focuses on financial derivative securities. Their role in financial management is becoming increasingly important, especially in portfolio management.  This course covers valuation of various options and futures as well as their use in risk management. Specific topics include options and futures pricing models, options strategies, and contemporary topics such as index arbitraging.",LEC,,Prerequisites: FINC-721 or equivalent course.,FALL-SPRNG,3,,,,,,,,,,,
SCB,FINC,742,113723,Financial Modeling and Analysis,"Students apply computer technology to solve finance-related problems using a variety of analytical methods.  Analytical methods include spreadsheet modeling, mathematical optimization, regression, decision tree analysis and Monte Carlo Simulation.  Typical topics covered are financial forecasting, pro-forma financial statements, equity valuation, cash budget forecasts, and portfolio analysis.  This is a hands-on course that focuses on collecting, managing and analyzing financial data.",LEC,,Prerequisites: FINC- 722 and FINC-725 or equivalent courses.,FALL-SPRNG,3,,,,,,,,,,,
SCB,FINC,744,113724,Innovation in Financial Markets and Securities,"Advanced course exploring the twin-issue of (a) innovation in market structures and security design and (b) use of complex securities by market participants. Topics include financial engineering, market microstructure, debt and equity market innovations, securitization, interest rate/credit derivative applications, hedging methods.",LEC,,Prerequisites: FINC-725 and FINC-740 or equivalent courses.,FALL-SPRNG,3,,,,,,,,,,,
